nodeName	gene_name	module	biotype	is_robust_lnc	is_hub	hub_function	highlight
DCAF17	DCAF17	green	protein_coding	False	0		0
DCP2	DCP2	green	protein_coding	False	0		0
DCUN1D1	DCUN1D1	green	protein_coding	False	0		0
DCUN1D4	DCUN1D4	green	protein_coding	False	0		0
DDHD1	DDHD1	green	protein_coding	False	0		0
DDIAS	DDIAS	green	protein_coding	False	0		0
DDX21	DDX21	green	protein_coding	False	0		0
DDX3X	DDX3X	green	protein_coding	False	0		0
DDX46	DDX46	green	protein_coding	False	0		0
DDX60	DDX60	green	protein_coding	False	0		0
DEK	DEK	green	protein_coding	False	0		0
DENND1B	DENND1B	green	protein_coding	False	0		0
DENND4A	DENND4A	green	protein_coding	False	0		0
DENND4C	DENND4C	green	protein_coding	False	0		0
DEPDC1	DEPDC1	green	protein_coding	False	0		0
DHX29	DHX29	green	protein_coding	False	0		0
DHX36	DHX36	green	protein_coding	False	0		0
DIAPH2	DIAPH2	green	protein_coding	False	0		0
DIAPH3	DIAPH3	green	protein_coding	False	0		0
DIS3	DIS3	green	protein_coding	False	0		0
DLD	DLD	green	protein_coding	False	0		0
DLGAP5	DLGAP5	green	protein_coding	False	0		0
DMTF1	DMTF1	green	protein_coding	False	0		0
DMXL1	DMXL1	green	protein_coding	False	0		0
DMXL2	DMXL2	green	protein_coding	False	0		0
DNAJB14	DNAJB14	green	protein_coding	False	0		0
DNAJC10	DNAJC10	green	protein_coding	False	0		0
DNAJC13	DNAJC13	green	protein_coding	False	0		0
DNAJC2	DNAJC2	green	protein_coding	False	0		0
DNM1L	DNM1L	green	protein_coding	False	0		0
DNTTIP2	DNTTIP2	green	protein_coding	False	0		0
DOCK7	DOCK7	green	protein_coding	False	0		0
DOP1A	DOP1A	green	protein_coding	False	0		0
DPH3	DPH3	green	protein_coding	False	0		0
DPP8	DPP8	green	protein_coding	False	0		0
DPY19L4	DPY19L4	green	protein_coding	False	0		0
DST	DST	green	protein_coding	False	0		0
DUS4L-BCAP29	DUS4L-BCAP29	green	protein_coding	False	0		0
DYNC2H1	DYNC2H1	green	protein_coding	False	0		0
DZIP3	DZIP3	green	protein_coding	False	0		0
ECHDC1	ECHDC1	green	protein_coding	False	0		0
ECT2	ECT2	green	protein_coding	False	0		0
EDEM3	EDEM3	green	protein_coding	False	0		0
EEA1	EEA1	green	protein_coding	False	0		0
EFR3A	EFR3A	green	protein_coding	False	0		0
EHBP1	EHBP1	green	protein_coding	False	0		0
EIF3E	EIF3E	green	protein_coding	False	0		0
EIF4E	EIF4E	green	protein_coding	False	0		0
EIF5A2	EIF5A2	green	protein_coding	False	0		0
EIF5B	EIF5B	green	protein_coding	False	0		0
ELK4	ELK4	green	protein_coding	False	0		0
ELMOD2	ELMOD2	green	protein_coding	False	0		0
EMB	EMB	green	protein_coding	False	0		0
EMC2	EMC2	green	protein_coding	False	0		0
ENPP4	ENPP4	green	protein_coding	False	0		0
ENSG00000225393	ENSG00000225393	green	lncRNA	True	0		2
ENSG00000227230	ENSG00000227230	green	lncRNA	True	0		2
ENSG00000232811	ENSG00000232811	green	lncRNA	True	0		2
ENSG00000233589	ENSG00000233589	green	lncRNA	True	0		2
ENSG00000233967	ENSG00000233967	green	lncRNA	True	0		2
ENSG00000237846	ENSG00000237846	green	processed_pseudogene	False	0		0
ENSG00000239407	ENSG00000239407	green	lncRNA	True	0		2
ENSG00000249492	ENSG00000249492	green	lncRNA	True	0		2
ENSG00000253553	ENSG00000253553	green	lncRNA	True	0		2
ENSG00000256651	ENSG00000256651	green	unprocessed_pseudogene	False	0		0
ENSG00000257176	ENSG00000257176	green	lncRNA	True	0		2
ENSG00000259959	ENSG00000259959	green	lncRNA	True	0		2
ENSG00000260400	ENSG00000260400	green	lncRNA	True	0		2
ENSG00000260578	ENSG00000260578	green	lncRNA	True	0		2
ENSG00000260645	ENSG00000260645	green	lncRNA	True	0		2
ENSG00000261051	ENSG00000261051	green	lncRNA	True	0		2
ENSG00000261098	ENSG00000261098	green	lncRNA	True	0		2
ENSG00000261167	ENSG00000261167	green	lncRNA	True	0		2
ENSG00000261584	ENSG00000261584	green	lncRNA	True	0		2
ENSG00000261654	ENSG00000261654	green	lncRNA	True	0		2
ENSG00000262211	ENSG00000262211	green	lncRNA	True	0		2
ENSG00000269069	ENSG00000269069	green	processed_pseudogene	False	0		0
ENSG00000271828	ENSG00000271828	green	lncRNA	True	0		2
ENSG00000271862	ENSG00000271862	green	lncRNA	True	0		2
ENSG00000272054	ENSG00000272054	green	lncRNA	True	0		2
ENSG00000272316	ENSG00000272316	green	lncRNA	True	0		2
ENSG00000272335	ENSG00000272335	green	lncRNA	True	0		2
ENSG00000272750	ENSG00000272750	green	lncRNA	True	0		2
ENSG00000272807	ENSG00000272807	green	lncRNA	True	0		2
ENSG00000272918	ENSG00000272918	green	lncRNA	True	0		2
ENSG00000272980	ENSG00000272980	green	protein_coding	False	0		0
ENSG00000273306	ENSG00000273306	green	lncRNA	True	0		2
ENSG00000273489	ENSG00000273489	green	lncRNA	True	0		2
ENSG00000274383	ENSG00000274383	green	lncRNA	True	0		2
ENSG00000274422	ENSG00000274422	green	lncRNA	True	0		2
ENSG00000275854	ENSG00000275854	green	lncRNA	True	0		2
ENSG00000276334	ENSG00000276334	green	lncRNA	True	0		2
ENSG00000277701	ENSG00000277701	green	lncRNA	True	0		2
ENSG00000277806	ENSG00000277806	green	lncRNA	True	0		2
ENSG00000279148	ENSG00000279148	green	TEC	False	0		0
ENSG00000279278	ENSG00000279278	green	lncRNA	True	0		2
ENSG00000279348	ENSG00000279348	green	TEC	False	0		0
ENSG00000279518	ENSG00000279518	green	TEC	False	0		0
ENSG00000279530	ENSG00000279530	green	TEC	False	0		0
ENSG00000279696	ENSG00000279696	green	TEC	False	0		0
ENSG00000279722	ENSG00000279722	green	TEC	False	0		0
ENSG00000280088	ENSG00000280088	green	TEC	False	0		0
ENSG00000280120	ENSG00000280120	green	TEC	False	0		0
ENSG00000280128	ENSG00000280128	green	TEC	False	0		0
ENSG00000280347	ENSG00000280347	green	TEC	False	0		0
ENSG00000280385	ENSG00000280385	green	TEC	False	0		0
ENSG00000285571	ENSG00000285571	green	lncRNA	True	0		2
ENSG00000285608	ENSG00000285608	green	lncRNA	True	0		2
ENSG00000285830	ENSG00000285830	green	lncRNA	True	0		2
ENSG00000285943	ENSG00000285943	green	protein_coding	False	0		0
ENSG00000287957	ENSG00000287957	green	lncRNA	True	0		2
ENSG00000288012	ENSG00000288012	green	lncRNA	True	0		2
ENSG00000288066	ENSG00000288066	green	lncRNA	True	0		2
ENSG00000288890	ENSG00000288890	green	lncRNA	True	0		2
ENSG00000289293	ENSG00000289293	green	lncRNA	True	0		2
ENSG00000289353	ENSG00000289353	green	lncRNA	True	0		2
ENSG00000289357	ENSG00000289357	green	lncRNA	True	0		2
ENSG00000289405	ENSG00000289405	green	lncRNA	True	0		2
ENSG00000289463	ENSG00000289463	green	lncRNA	True	0		2
ENSG00000290537	ENSG00000290537	green	lncRNA	True	0		2
ENSG00000290976	ENSG00000290976	green	lncRNA	True	0		2
ENSG00000291133	ENSG00000291133	green	lncRNA	True	0		2
ENSG00000291194	ENSG00000291194	green	lncRNA	True	0		2
ENSG00000293363	ENSG00000293363	green	lncRNA	True	0		2
EPC2	EPC2	green	protein_coding	False	0		0
EPRS1	EPRS1	green	protein_coding	False	0		0
ERBIN	ERBIN	green	protein_coding	False	0		0
ERCC6L	ERCC6L	green	protein_coding	False	0		0
ERCC6L2	ERCC6L2	green	protein_coding	False	0		0
ERGIC2	ERGIC2	green	protein_coding	False	0		0
ERI2	ERI2	green	protein_coding	False	0		0
ESCO1	ESCO1	green	protein_coding	False	0		0
ESCO2	ESCO2	green	protein_coding	False	0		0
ESF1	ESF1	green	protein_coding	False	0		0
ETAA1	ETAA1	green	protein_coding	False	0		0
ETNK1	ETNK1	green	protein_coding	False	0		0
EXOC1	EXOC1	green	protein_coding	False	0		0
EXOC5	EXOC5	green	protein_coding	False	0		0
EXOC6	EXOC6	green	protein_coding	False	0		0
FAM106A	FAM106A	green	lncRNA	True	0		2
FAM111B	FAM111B	green	protein_coding	False	0		0
FAM133B	FAM133B	green	protein_coding	False	0		0
FAM135A	FAM135A	green	protein_coding	False	0		0
FAM171B	FAM171B	green	protein_coding	False	0		0
FAM199X	FAM199X	green	protein_coding	False	0		0
FAM3C	FAM3C	green	protein_coding	False	0		0
FAM76B	FAM76B	green	protein_coding	False	0		0
FAM91A1	FAM91A1	green	protein_coding	False	0		0
FAM98B	FAM98B	green	protein_coding	False	0		0
FANCB	FANCB	green	protein_coding	False	0		0
FANCL	FANCL	green	protein_coding	False	0		0
FANCM	FANCM	green	protein_coding	False	0		0
FAR1	FAR1	green	protein_coding	False	0		0
FASTKD2	FASTKD2	green	protein_coding	False	0		0
FBXO28	FBXO28	green	protein_coding	False	0		0
FBXO30	FBXO30	green	protein_coding	False	0		0
FCHO2	FCHO2	green	protein_coding	False	0		0
FER	FER	green	protein_coding	False	0		0
FERP1	FERP1	green	processed_pseudogene	False	0		0
FGFR1OP2	FGFR1OP2	green	protein_coding	False	0		0
FIGN	FIGN	green	protein_coding	False	0		0
FIGNL1	FIGNL1	green	protein_coding	False	0		0
FKTN	FKTN	green	protein_coding	False	0		0
FLJ46284	FLJ46284	green	lncRNA	True	0		2
FNIP1	FNIP1	green	protein_coding	False	0		0
FRS2	FRS2	green	protein_coding	False	0		0
FRYL	FRYL	green	protein_coding	False	0		0
FSBP	FSBP	green	protein_coding	False	0		0
FSD1L	FSD1L	green	protein_coding	False	0		0
FTX	FTX	green	lncRNA	True	0		2
FXR1	FXR1	green	protein_coding	False	0		0
FYTTD1	FYTTD1	green	protein_coding	False	0		0
G2E3	G2E3	green	protein_coding	False	0		0
GABPA	GABPA	green	protein_coding	False	0		0
GALNT7	GALNT7	green	protein_coding	False	0		0
GCC2	GCC2	green	protein_coding	False	0		0
GEN1	GEN1	green	protein_coding	False	0		0
GIN1	GIN1	green	protein_coding	False	0		0
GLMN	GLMN	green	protein_coding	False	0		0
GMFB	GMFB	green	protein_coding	False	0		0
GNAQ	GNAQ	green	protein_coding	False	0		0
GNPDA2	GNPDA2	green	protein_coding	False	0		0
GNRH1	GNRH1	green	protein_coding	False	0		0
GNRHR	GNRHR	green	protein_coding	False	0		0
GOLGA4	GOLGA4	green	protein_coding	False	0		0
GOLGB1	GOLGB1	green	protein_coding	False	0		0
GOLT1B	GOLT1B	green	protein_coding	False	0		0
GORAB	GORAB	green	protein_coding	False	0		0
GPATCH2	GPATCH2	green	protein_coding	False	0		0
GPBP1	GPBP1	green	protein_coding	False	0		0
GPM6B	GPM6B	green	protein_coding	False	0		0
GPR180	GPR180	green	protein_coding	False	0		0
GRAMD1C	GRAMD1C	green	protein_coding	False	0		0
GTF3C3	GTF3C3	green	protein_coding	False	0		0
GTPBP10	GTPBP10	green	protein_coding	False	0		0
GUCY1B2	GUCY1B2	green	lncRNA	True	0		2
GULP1	GULP1	green	protein_coding	False	0		0
GUSBP2	GUSBP2	green	lncRNA	True	0		2
GXYLT1	GXYLT1	green	protein_coding	False	0		0
HAT1	HAT1	green	protein_coding	False	0		0
HAUS6	HAUS6	green	protein_coding	False	0		0
HBS1L	HBS1L	green	protein_coding	False	0		0
HCFC2	HCFC2	green	protein_coding	False	0		0
HDAC9	HDAC9	green	protein_coding	False	0		0
HDX	HDX	green	protein_coding	False	0		0
HECTD1	HECTD1	green	protein_coding	False	0		0
HECTD2	HECTD2	green	protein_coding	False	0		0
HELLPAR	HELLPAR	green	lncRNA	True	0		2
HELLS	HELLS	green	protein_coding	False	0		0
HERC4	HERC4	green	protein_coding	False	0		0
HIPK3	HIPK3	green	protein_coding	False	0		0
HLTF	HLTF	green	protein_coding	False	0		0
HMGN5	HMGN5	green	protein_coding	False	0		0
HMMR	HMMR	green	protein_coding	False	0		0
HOOK3	HOOK3	green	protein_coding	False	0		0
HSDL2	HSDL2	green	protein_coding	False	0		0
HSP90AA1	HSP90AA1	green	protein_coding	False	0		0
HSPA13	HSPA13	green	protein_coding	False	0		0
HSPA4L	HSPA4L	green	protein_coding	False	0		0
HSPH1	HSPH1	green	protein_coding	False	0		0
HYCC1	HYCC1	green	protein_coding	False	0		0
HYCC2	HYCC2	green	protein_coding	False	0		0
IBTK	IBTK	green	protein_coding	False	0		0
ICE1	ICE1	green	protein_coding	False	0		0
ICE2	ICE2	green	protein_coding	False	0		0
IDE	IDE	green	protein_coding	False	0		0
IFI44	IFI44	green	protein_coding	False	0		0
IFIT5	IFIT5	green	protein_coding	False	0		0
IFT74	IFT74	green	protein_coding	False	0		0
IFT80	IFT80	green	protein_coding	False	0		0
IFT81	IFT81	green	protein_coding	False	0		0
IFT88	IFT88	green	protein_coding	False	0		0
IGIP	IGIP	green	protein_coding	False	0		0
IKZF5	IKZF5	green	protein_coding	False	0		0
IL6ST	IL6ST	green	protein_coding	False	0		0
IMPA1	IMPA1	green	protein_coding	False	0		0
IMPDH1P8	IMPDH1P8	green	processed_pseudogene	False	0		0
INO80D	INO80D	green	protein_coding	False	0		0
INPP4B	INPP4B	green	protein_coding	False	0		0
INTS13	INTS13	green	protein_coding	False	0		0
INTS8	INTS8	green	protein_coding	False	0		0
IPMK	IPMK	green	protein_coding	False	0		0
IPO11	IPO11	green	protein_coding	False	0		0
IPO7	IPO7	green	protein_coding	False	0		0
IREB2	IREB2	green	protein_coding	False	0		0
ITCH	ITCH	green	protein_coding	False	0		0
ITGAV	ITGAV	green	protein_coding	False	0		0
ITPR2	ITPR2	green	protein_coding	False	0		0
ITSN2	ITSN2	green	protein_coding	False	0		0
JAK2	JAK2	green	protein_coding	False	0		0
JMJD1C	JMJD1C	green	protein_coding	False	0		0
JPX	JPX	green	lncRNA	True	0		2
JRKL	JRKL	green	protein_coding	False	0		0
KANTR	KANTR	green	protein_coding	False	0		0
KATNAL1	KATNAL1	green	protein_coding	False	0		0
KCNMB3	KCNMB3	green	protein_coding	False	0		0
KCNT2	KCNT2	green	protein_coding	False	0		0
KIAA0408	KIAA0408	green	protein_coding	False	0		0
KIAA0586	KIAA0586	green	protein_coding	False	0		0
KIAA1586	KIAA1586	green	protein_coding	False	0		0
KIDINS220	KIDINS220	green	protein_coding	False	0		0
KIF11	KIF11	green	protein_coding	False	0		0
KIF14	KIF14	green	protein_coding	False	0		0
KIF15	KIF15	green	protein_coding	False	0		0
KIF18A	KIF18A	green	protein_coding	False	0		0
KIF20B	KIF20B	green	protein_coding	False	0		0
KIF21A	KIF21A	green	protein_coding	False	0		0
KIF23	KIF23	green	protein_coding	False	0		0
KIF27	KIF27	green	protein_coding	False	0		0
KIF2A	KIF2A	green	protein_coding	False	0		0
