nodeName	gene_name	module	biotype	is_robust_lnc
ENSG00000251017	ENSG00000251017	royalblue	processed_pseudogene	False
ENSG00000251066	ENSG00000251066	black	processed_pseudogene	False
ENSG00000251112	ENSG00000251112	midnightblue	processed_pseudogene	False
ENSG00000251131	ENSG00000251131	brown	lncRNA	True
ENSG00000251142	ENSG00000251142	salmon	processed_pseudogene	False
ENSG00000251184	ENSG00000251184	skyblue	protein_coding	False
ENSG00000251193	ENSG00000251193	purple	processed_pseudogene	False
ENSG00000251196	ENSG00000251196	purple	unprocessed_pseudogene	False
ENSG00000251211	ENSG00000251211	salmon	processed_pseudogene	False
ENSG00000251288	ENSG00000251288	royalblue	processed_pseudogene	False
ENSG00000251300	ENSG00000251300	greenyellow	processed_pseudogene	False
ENSG00000251354	ENSG00000251354	black	unprocessed_pseudogene	False
ENSG00000251478	ENSG00000251478	pink	processed_pseudogene	False
ENSG00000251484	ENSG00000251484	steelblue	processed_pseudogene	False
ENSG00000251501	ENSG00000251501	purple	processed_pseudogene	False
ENSG00000251508	ENSG00000251508	orange	unprocessed_pseudogene	False
ENSG00000251520	ENSG00000251520	royalblue	unprocessed_pseudogene	False
ENSG00000251545	ENSG00000251545	black	protein_coding	False
ENSG00000251557	ENSG00000251557	black	transcribed_processed_pseudogene	False
ENSG00000251591	ENSG00000251591	darkred	processed_pseudogene	False
ENSG00000251661	ENSG00000251661	brown	lncRNA	True
ENSG00000251682	ENSG00000251682	black	processed_pseudogene	False
ENSG00000251867	ENSG00000251867	brown	lncRNA	True
ENSG00000253135	ENSG00000253135	violet	processed_pseudogene	False
ENSG00000253166	ENSG00000253166	tan	unprocessed_pseudogene	False
ENSG00000253175	ENSG00000253175	darkorange	processed_pseudogene	False
ENSG00000253176	ENSG00000253176	pink	processed_pseudogene	False
ENSG00000253183	ENSG00000253183	darkmagenta	processed_pseudogene	False
ENSG00000253200	ENSG00000253200	blue	lncRNA	True
ENSG00000253273	ENSG00000253273	ivory	unprocessed_pseudogene	False
ENSG00000253290	ENSG00000253290	cyan	unprocessed_pseudogene	False
ENSG00000253326	ENSG00000253326	greenyellow	processed_pseudogene	False
ENSG00000253333	ENSG00000253333	black	unprocessed_pseudogene	False
ENSG00000253520	ENSG00000253520	darkgreen	processed_pseudogene	False
ENSG00000253536	ENSG00000253536	royalblue	processed_pseudogene	False
ENSG00000253553	ENSG00000253553	green	lncRNA	True
ENSG00000253630	ENSG00000253630	white	unprocessed_pseudogene	False
ENSG00000253690	ENSG00000253690	darkmagenta	lncRNA	True
ENSG00000253723	ENSG00000253723	greenyellow	processed_pseudogene	False
ENSG00000253760	ENSG00000253760	greenyellow	processed_pseudogene	False
ENSG00000253793	ENSG00000253793	darkgrey	processed_pseudogene	False
ENSG00000253798	ENSG00000253798	black	transcribed_unprocessed_pseudogene	False
ENSG00000253886	ENSG00000253886	purple	processed_pseudogene	False
ENSG00000253899	ENSG00000253899	greenyellow	processed_pseudogene	False
ENSG00000253907	ENSG00000253907	white	processed_pseudogene	False
ENSG00000253942	ENSG00000253942	greenyellow	processed_pseudogene	False
ENSG00000254035	ENSG00000254035	brown	lncRNA	True
ENSG00000254076	ENSG00000254076	magenta	processed_pseudogene	False
ENSG00000254131	ENSG00000254131	greenyellow	processed_pseudogene	False
ENSG00000254189	ENSG00000254189	greenyellow	processed_pseudogene	False
ENSG00000254265	ENSG00000254265	magenta	processed_pseudogene	False
ENSG00000254316	ENSG00000254316	tan	processed_pseudogene	False
ENSG00000254336	ENSG00000254336	sienna3	processed_pseudogene	False
ENSG00000254392	ENSG00000254392	black	processed_pseudogene	False
ENSG00000254398	ENSG00000254398	cyan	unprocessed_pseudogene	False
ENSG00000254406	ENSG00000254406	sienna3	processed_pseudogene	False
ENSG00000254501	ENSG00000254501	brown	lncRNA	True
ENSG00000254536	ENSG00000254536	blue	protein_coding	False
ENSG00000254610	ENSG00000254610	black	transcribed_unprocessed_pseudogene	False
ENSG00000254673	ENSG00000254673	orange	protein_coding	False
ENSG00000254678	ENSG00000254678	royalblue	processed_pseudogene	False
ENSG00000254701	ENSG00000254701	skyblue	unprocessed_pseudogene	False
ENSG00000254702	ENSG00000254702	darkgreen	processed_pseudogene	False
ENSG00000254719	ENSG00000254719	tan	processed_pseudogene	False
ENSG00000254721	ENSG00000254721	blue	lncRNA	True
ENSG00000254765	ENSG00000254765	plum1	processed_pseudogene	False
ENSG00000254780	ENSG00000254780	black	processed_pseudogene	False
ENSG00000254867	ENSG00000254867	black	processed_pseudogene	False
ENSG00000254910	ENSG00000254910	brown	lncRNA	True
ENSG00000254915	ENSG00000254915	pink	processed_pseudogene	False
ENSG00000254923	ENSG00000254923	salmon	processed_pseudogene	False
ENSG00000254941	ENSG00000254941	black	processed_pseudogene	False
ENSG00000254974	ENSG00000254974	magenta	processed_pseudogene	False
ENSG00000254979	ENSG00000254979	blue	protein_coding	False
ENSG00000255050	ENSG00000255050	darkturquoise	lncRNA	True
ENSG00000255074	ENSG00000255074	mediumpurple3	processed_pseudogene	False
ENSG00000255085	ENSG00000255085	lightcyan	transcribed_unprocessed_pseudogene	False
ENSG00000255115	ENSG00000255115	yellowgreen	processed_pseudogene	False
ENSG00000255155	ENSG00000255155	cyan	processed_pseudogene	False
ENSG00000255210	ENSG00000255210	tan	processed_pseudogene	False
ENSG00000255224	ENSG00000255224	blue	lncRNA	True
ENSG00000255296	ENSG00000255296	tan	processed_pseudogene	False
ENSG00000255320	ENSG00000255320	brown	lncRNA	True
ENSG00000255330	ENSG00000255330	brown	protein_coding	False
ENSG00000255356	ENSG00000255356	darkred	processed_pseudogene	False
ENSG00000255402	ENSG00000255402	darkred	lncRNA	True
ENSG00000255432	ENSG00000255432	purple	protein_coding	False
ENSG00000255437	ENSG00000255437	royalblue	processed_pseudogene	False
ENSG00000255459	ENSG00000255459	lightcyan1	processed_pseudogene	False
ENSG00000255489	ENSG00000255489	lightsteelblue1	processed_pseudogene	False
ENSG00000255498	ENSG00000255498	pink	lncRNA	True
ENSG00000255500	ENSG00000255500	tan	processed_pseudogene	False
ENSG00000255508	ENSG00000255508	blue	protein_coding	False
ENSG00000255527	ENSG00000255527	lightcyan	unprocessed_pseudogene	False
ENSG00000255581	ENSG00000255581	salmon	processed_pseudogene	False
ENSG00000255639	ENSG00000255639	brown	protein_coding	False
ENSG00000255653	ENSG00000255653	yellowgreen	unprocessed_pseudogene	False
ENSG00000255786	ENSG00000255786	purple	processed_pseudogene	False
ENSG00000255835	ENSG00000255835	darkgrey	protein_coding	False
ENSG00000255870	ENSG00000255870	mediumpurple3	processed_pseudogene	False
ENSG00000255872	ENSG00000255872	brown	protein_coding	False
ENSG00000255885	ENSG00000255885	tan	processed_pseudogene	False
ENSG00000255977	ENSG00000255977	saddlebrown	processed_pseudogene	False
ENSG00000256013	ENSG00000256013	saddlebrown	lncRNA	True
ENSG00000256070	ENSG00000256070	sienna3	processed_pseudogene	False
ENSG00000256075	ENSG00000256075	saddlebrown	processed_pseudogene	False
ENSG00000256159	ENSG00000256159	salmon	processed_pseudogene	False
ENSG00000256349	ENSG00000256349	purple	protein_coding	False
ENSG00000256350	ENSG00000256350	midnightblue	unprocessed_pseudogene	False
ENSG00000256361	ENSG00000256361	magenta	processed_pseudogene	False
ENSG00000256364	ENSG00000256364	brown	lncRNA	True
ENSG00000256469	ENSG00000256469	brown	lncRNA	True
ENSG00000256514	ENSG00000256514	brown	protein_coding	False
ENSG00000256557	ENSG00000256557	darkorange	processed_pseudogene	False
ENSG00000256646	ENSG00000256646	brown	protein_coding	False
ENSG00000256651	ENSG00000256651	green	unprocessed_pseudogene	False
ENSG00000256673	ENSG00000256673	black	unprocessed_pseudogene	False
ENSG00000256674	ENSG00000256674	yellowgreen	processed_pseudogene	False
ENSG00000256682	ENSG00000256682	royalblue	transcribed_processed_pseudogene	False
ENSG00000256723	ENSG00000256723	darkturquoise	processed_pseudogene	False
ENSG00000256774	ENSG00000256774	greenyellow	processed_pseudogene	False
ENSG00000256799	ENSG00000256799	saddlebrown	processed_pseudogene	False
ENSG00000256825	ENSG00000256825	tan	protein_coding	False
ENSG00000256913	ENSG00000256913	violet	processed_pseudogene	False
ENSG00000256987	ENSG00000256987	skyblue	processed_pseudogene	False
ENSG00000257062	ENSG00000257062	cyan	protein_coding	False
ENSG00000257065	ENSG00000257065	black	protein_coding	False
ENSG00000257086	ENSG00000257086	brown	lncRNA	True
ENSG00000257121	ENSG00000257121	pink	processed_pseudogene	False
ENSG00000257169	ENSG00000257169	yellowgreen	processed_pseudogene	False
ENSG00000257171	ENSG00000257171	darkolivegreen	transcribed_unprocessed_pseudogene	False
ENSG00000257175	ENSG00000257175	purple	processed_pseudogene	False
ENSG00000257176	ENSG00000257176	green	lncRNA	True
ENSG00000257178	ENSG00000257178	brown	lncRNA	True
ENSG00000257199	ENSG00000257199	orangered4	processed_pseudogene	False
ENSG00000257207	ENSG00000257207	cyan	protein_coding	False
ENSG00000257376	ENSG00000257376	pink	processed_pseudogene	False
ENSG00000257384	ENSG00000257384	black	processed_pseudogene	False
ENSG00000257386	ENSG00000257386	brown	lncRNA	True
ENSG00000257403	ENSG00000257403	lightcyan1	unprocessed_pseudogene	False
ENSG00000257405	ENSG00000257405	cyan	processed_pseudogene	False
ENSG00000257432	ENSG00000257432	midnightblue	processed_pseudogene	False
ENSG00000257489	ENSG00000257489	grey60	transcribed_unprocessed_pseudogene	False
ENSG00000257550	ENSG00000257550	brown	lncRNA	True
ENSG00000257564	ENSG00000257564	yellowgreen	processed_pseudogene	False
ENSG00000257611	ENSG00000257611	purple	processed_pseudogene	False
ENSG00000257624	ENSG00000257624	magenta	processed_pseudogene	False
ENSG00000257668	ENSG00000257668	purple	processed_pseudogene	False
ENSG00000257674	ENSG00000257674	skyblue	processed_pseudogene	False
ENSG00000257732	ENSG00000257732	orange	lncRNA	True
ENSG00000257813	ENSG00000257813	yellowgreen	processed_pseudogene	False
ENSG00000257823	ENSG00000257823	magenta	processed_pseudogene	False
ENSG00000257846	ENSG00000257846	saddlebrown	processed_pseudogene	False
ENSG00000257875	ENSG00000257875	greenyellow	processed_pseudogene	False
ENSG00000257884	ENSG00000257884	skyblue	transcribed_processed_pseudogene	False
ENSG00000257897	ENSG00000257897	pink	processed_pseudogene	False
ENSG00000257943	ENSG00000257943	grey60	transcribed_unitary_pseudogene	False
ENSG00000258090	ENSG00000258090	violet	processed_pseudogene	False
ENSG00000258130	ENSG00000258130	darkmagenta	transcribed_unprocessed_pseudogene	False
ENSG00000258133	ENSG00000258133	steelblue	processed_pseudogene	False
ENSG00000258134	ENSG00000258134	royalblue	processed_pseudogene	False
ENSG00000258142	ENSG00000258142	grey60	processed_pseudogene	False
ENSG00000258150	ENSG00000258150	purple	transcribed_unprocessed_pseudogene	False
ENSG00000258179	ENSG00000258179	paleturquoise	processed_pseudogene	False
ENSG00000258204	ENSG00000258204	purple	processed_pseudogene	False
ENSG00000258230	ENSG00000258230	lightsteelblue1	transcribed_processed_pseudogene	False
ENSG00000258232	ENSG00000258232	darkturquoise	lncRNA	True
ENSG00000258377	ENSG00000258377	brown	lncRNA	True
ENSG00000258430	ENSG00000258430	blue	lncRNA	True
ENSG00000258448	ENSG00000258448	pink	processed_pseudogene	False
ENSG00000258472	ENSG00000258472	greenyellow	protein_coding	False
ENSG00000258493	ENSG00000258493	greenyellow	processed_pseudogene	False
ENSG00000258500	ENSG00000258500	lightcyan	transcribed_processed_pseudogene	False
ENSG00000258510	ENSG00000258510	magenta	processed_pseudogene	False
ENSG00000258529	ENSG00000258529	skyblue	protein_coding	False
ENSG00000258559	ENSG00000258559	brown	lncRNA	True
ENSG00000258581	ENSG00000258581	grey60	processed_pseudogene	False
ENSG00000258634	ENSG00000258634	brown	lncRNA	True
ENSG00000258653	ENSG00000258653	brown	protein_coding	False
ENSG00000258744	ENSG00000258744	brown	lncRNA	True
ENSG00000258750	ENSG00000258750	mediumpurple3	processed_pseudogene	False
ENSG00000258764	ENSG00000258764	lightcyan	transcribed_processed_pseudogene	False
ENSG00000258768	ENSG00000258768	brown	lncRNA	True
ENSG00000258790	ENSG00000258790	brown	protein_coding	False
ENSG00000258796	ENSG00000258796	darkred	processed_pseudogene	False
ENSG00000258823	ENSG00000258823	orangered4	transcribed_unprocessed_pseudogene	False
ENSG00000258824	ENSG00000258824	brown	lncRNA	True
ENSG00000258864	ENSG00000258864	lightcyan	protein_coding	False
ENSG00000258895	ENSG00000258895	saddlebrown	processed_pseudogene	False
ENSG00000258964	ENSG00000258964	violet	lncRNA	True
ENSG00000258968	ENSG00000258968	midnightblue	processed_pseudogene	False
ENSG00000258989	ENSG00000258989	darkmagenta	protein_coding	False
ENSG00000258993	ENSG00000258993	orangered4	processed_pseudogene	False
ENSG00000259013	ENSG00000259013	darkgreen	processed_pseudogene	False
ENSG00000259049	ENSG00000259049	brown	lncRNA	True
ENSG00000259098	ENSG00000259098	greenyellow	processed_pseudogene	False
ENSG00000259099	ENSG00000259099	greenyellow	processed_pseudogene	False
ENSG00000259132	ENSG00000259132	darkturquoise	protein_coding	False
ENSG00000259164	ENSG00000259164	darkgreen	protein_coding	False
ENSG00000259192	ENSG00000259192	steelblue	processed_pseudogene	False
ENSG00000259232	ENSG00000259232	lightcyan	processed_pseudogene	False
ENSG00000259257	ENSG00000259257	orange	processed_pseudogene	False
ENSG00000259286	ENSG00000259286	mediumpurple3	processed_pseudogene	False
ENSG00000259299	ENSG00000259299	purple	processed_pseudogene	False
ENSG00000259316	ENSG00000259316	blue	protein_coding	False
ENSG00000259357	ENSG00000259357	brown	lncRNA	True
ENSG00000259363	ENSG00000259363	brown	lncRNA	True
ENSG00000259366	ENSG00000259366	brown	lncRNA	True
ENSG00000259388	ENSG00000259388	midnightblue	processed_pseudogene	False
ENSG00000259433	ENSG00000259433	darkorange	processed_pseudogene	False
ENSG00000259452	ENSG00000259452	royalblue	processed_pseudogene	False
ENSG00000259502	ENSG00000259502	lightyellow	processed_pseudogene	False
ENSG00000259505	ENSG00000259505	royalblue	processed_pseudogene	False
ENSG00000259531	ENSG00000259531	salmon	processed_pseudogene	False
ENSG00000259605	ENSG00000259605	brown	lncRNA	True
ENSG00000259623	ENSG00000259623	darkgreen	lncRNA	True
ENSG00000259632	ENSG00000259632	darkorange	processed_pseudogene	False
ENSG00000259648	ENSG00000259648	salmon	transcribed_processed_pseudogene	False
ENSG00000259661	ENSG00000259661	brown	lncRNA	True
ENSG00000259665	ENSG00000259665	darkgrey	processed_pseudogene	False
ENSG00000259696	ENSG00000259696	royalblue	processed_pseudogene	False
ENSG00000259707	ENSG00000259707	darkmagenta	processed_pseudogene	False
ENSG00000259770	ENSG00000259770	plum1	processed_pseudogene	False
ENSG00000259866	ENSG00000259866	orange	processed_pseudogene	False
ENSG00000259882	ENSG00000259882	grey60	unprocessed_pseudogene	False
ENSG00000259891	ENSG00000259891	brown	lncRNA	True
ENSG00000259892	ENSG00000259892	salmon	unprocessed_pseudogene	False
ENSG00000259900	ENSG00000259900	orangered4	protein_coding	False
ENSG00000259924	ENSG00000259924	cyan	processed_pseudogene	False
ENSG00000259931	ENSG00000259931	darkorange	processed_pseudogene	False
ENSG00000259948	ENSG00000259948	brown	processed_pseudogene	False
ENSG00000259950	ENSG00000259950	tan	processed_pseudogene	False
ENSG00000259952	ENSG00000259952	darkturquoise	lncRNA	True
ENSG00000259959	ENSG00000259959	green	lncRNA	True
ENSG00000259976	ENSG00000259976	salmon	lncRNA	True
ENSG00000259993	ENSG00000259993	royalblue	processed_pseudogene	False
ENSG00000260000	ENSG00000260000	brown	lncRNA	True
ENSG00000260063	ENSG00000260063	brown	lncRNA	True
ENSG00000260077	ENSG00000260077	brown	lncRNA	True
ENSG00000260144	ENSG00000260144	darkolivegreen	unprocessed_pseudogene	False
ENSG00000260146	ENSG00000260146	white	processed_pseudogene	False
ENSG00000260152	ENSG00000260152	saddlebrown	processed_pseudogene	False
ENSG00000260157	ENSG00000260157	skyblue3	transcribed_unprocessed_pseudogene	False
ENSG00000260196	ENSG00000260196	brown	lncRNA	True
ENSG00000260211	ENSG00000260211	mediumpurple3	processed_pseudogene	False
ENSG00000260251	ENSG00000260251	black	unprocessed_pseudogene	False
ENSG00000260279	ENSG00000260279	blue	lncRNA	True
ENSG00000260342	ENSG00000260342	blue	protein_coding	False
ENSG00000260400	ENSG00000260400	green	lncRNA	True
ENSG00000260410	ENSG00000260410	lightgreen	processed_pseudogene	False
ENSG00000260413	ENSG00000260413	magenta	transcribed_unprocessed_pseudogene	False
ENSG00000260465	ENSG00000260465	brown	lncRNA	True
ENSG00000260482	ENSG00000260482	lightgreen	lncRNA	True
ENSG00000260578	ENSG00000260578	green	lncRNA	True
ENSG00000260588	ENSG00000260588	brown	lncRNA	True
ENSG00000260639	ENSG00000260639	tan	processed_pseudogene	False
ENSG00000260645	ENSG00000260645	green	lncRNA	True
ENSG00000260669	ENSG00000260669	brown	lncRNA	True
ENSG00000260678	ENSG00000260678	paleturquoise	transcribed_processed_pseudogene	False
ENSG00000260685	ENSG00000260685	white	processed_pseudogene	False
ENSG00000260735	ENSG00000260735	paleturquoise	transcribed_processed_pseudogene	False
ENSG00000260774	ENSG00000260774	brown	lncRNA	True
ENSG00000260782	ENSG00000260782	midnightblue	processed_pseudogene	False
ENSG00000260784	ENSG00000260784	lightyellow	unprocessed_pseudogene	False
ENSG00000260805	ENSG00000260805	brown	lncRNA	True
ENSG00000260851	ENSG00000260851	violet	protein_coding	False
ENSG00000260861	ENSG00000260861	steelblue	protein_coding	False
ENSG00000260865	ENSG00000260865	lightcyan	transcribed_processed_pseudogene	False
ENSG00000260879	ENSG00000260879	brown	lncRNA	True
ENSG00000260882	ENSG00000260882	yellowgreen	processed_pseudogene	False
ENSG00000260912	ENSG00000260912	brown	lncRNA	True
ENSG00000260914	ENSG00000260914	brown	protein_coding	False
ENSG00000260917	ENSG00000260917	brown	lncRNA	True
ENSG00000260920	ENSG00000260920	brown	lncRNA	True
ENSG00000260927	ENSG00000260927	blue	lncRNA	True
ENSG00000260948	ENSG00000260948	brown	lncRNA	True
ENSG00000261024	ENSG00000261024	tan	transcribed_processed_pseudogene	False
ENSG00000261051	ENSG00000261051	green	lncRNA	True
ENSG00000261072	ENSG00000261072	black	processed_pseudogene	False
ENSG00000261093	ENSG00000261093	brown	lncRNA	True
ENSG00000261098	ENSG00000261098	green	lncRNA	True
ENSG00000261130	ENSG00000261130	darkred	protein_coding	False
ENSG00000261159	ENSG00000261159	brown	lncRNA	True
ENSG00000261167	ENSG00000261167	green	lncRNA	True
ENSG00000261215	ENSG00000261215	brown	lncRNA	True
ENSG00000261232	ENSG00000261232	darkgrey	processed_pseudogene	False
ENSG00000261288	ENSG00000261288	violet	lncRNA	True
ENSG00000261457	ENSG00000261457	magenta	transcribed_processed_pseudogene	False
ENSG00000261459	ENSG00000261459	violet	protein_coding	False
ENSG00000261505	ENSG00000261505	blue	lncRNA	True
ENSG00000261526	ENSG00000261526	blue	lncRNA	True
ENSG00000261527	ENSG00000261527	darkgrey	processed_pseudogene	False
ENSG00000261549	ENSG00000261549	black	processed_pseudogene	False
ENSG00000261584	ENSG00000261584	green	lncRNA	True
ENSG00000261613	ENSG00000261613	blue	lncRNA	True
ENSG00000261628	ENSG00000261628	darkturquoise	unprocessed_pseudogene	False
ENSG00000261635	ENSG00000261635	cyan	processed_pseudogene	False
ENSG00000261641	ENSG00000261641	brown	lncRNA	True
ENSG00000261654	ENSG00000261654	green	lncRNA	True
ENSG00000261659	ENSG00000261659	brown	lncRNA	True
ENSG00000261684	ENSG00000261684	brown	lncRNA	True
ENSG00000261762	ENSG00000261762	brown	lncRNA	True
ENSG00000261774	ENSG00000261774	lightcyan1	processed_pseudogene	False
ENSG00000261793	ENSG00000261793	greenyellow	protein_coding	False
ENSG00000261813	ENSG00000261813	black	processed_pseudogene	False
ENSG00000261832	ENSG00000261832	brown	protein_coding	False
ENSG00000261835	ENSG00000261835	steelblue	unprocessed_pseudogene	False
ENSG00000261840	ENSG00000261840	blue	lncRNA	True
ENSG00000261915	ENSG00000261915	lightcyan	protein_coding	False
ENSG00000261970	ENSG00000261970	pink	processed_pseudogene	False
ENSG00000262049	ENSG00000262049	brown	lncRNA	True
ENSG00000262050	ENSG00000262050	brown	lncRNA	True
ENSG00000262160	ENSG00000262160	brown	lncRNA	True
ENSG00000262211	ENSG00000262211	green	lncRNA	True
ENSG00000262302	ENSG00000262302	darkmagenta	protein_coding	False
ENSG00000262488	ENSG00000262488	cyan	processed_pseudogene	False
ENSG00000262492	ENSG00000262492	tan	processed_pseudogene	False
ENSG00000262526	ENSG00000262526	greenyellow	protein_coding	False
ENSG00000262587	ENSG00000262587	purple	transcribed_unprocessed_pseudogene	False
ENSG00000262636	ENSG00000262636	pink	processed_pseudogene	False
ENSG00000262660	ENSG00000262660	darkgrey	protein_coding	False
ENSG00000262691	ENSG00000262691	blue	lncRNA	True
ENSG00000262708	ENSG00000262708	saddlebrown	processed_pseudogene	False
ENSG00000262730	ENSG00000262730	darkred	protein_coding	False
ENSG00000262803	ENSG00000262803	greenyellow	processed_pseudogene	False
ENSG00000262831	ENSG00000262831	blue	lncRNA	True
ENSG00000262855	ENSG00000262855	orangered4	processed_pseudogene	False
ENSG00000262869	ENSG00000262869	darkred	lncRNA	True
ENSG00000262879	ENSG00000262879	blue	lncRNA	True
ENSG00000262885	ENSG00000262885	cyan	processed_pseudogene	False
ENSG00000263017	ENSG00000263017	black	processed_pseudogene	False
ENSG00000263020	ENSG00000263020	brown	protein_coding	False
ENSG00000263165	ENSG00000263165	brown	lncRNA	True
ENSG00000263189	ENSG00000263189	lightcyan1	processed_pseudogene	False
ENSG00000263272	ENSG00000263272	brown	lncRNA	True
ENSG00000263311	ENSG00000263311	lightcyan	unprocessed_pseudogene	False
ENSG00000263343	ENSG00000263343	yellowgreen	processed_pseudogene	False
ENSG00000263369	ENSG00000263369	lightyellow	transcribed_unprocessed_pseudogene	False
ENSG00000263424	ENSG00000263424	brown	lncRNA	True
ENSG00000263612	ENSG00000263612	brown	lncRNA	True
ENSG00000263620	ENSG00000263620	brown	protein_coding	False
ENSG00000263648	ENSG00000263648	greenyellow	processed_pseudogene	False
ENSG00000263733	ENSG00000263733	mediumpurple3	processed_pseudogene	False
ENSG00000263772	ENSG00000263772	darkolivegreen	processed_pseudogene	False
ENSG00000263781	ENSG00000263781	greenyellow	processed_pseudogene	False
ENSG00000263946	ENSG00000263946	violet	transcribed_processed_pseudogene	False
ENSG00000263986	ENSG00000263986	brown	lncRNA	True
ENSG00000264050	ENSG00000264050	magenta	processed_pseudogene	False
ENSG00000264138	ENSG00000264138	plum1	unprocessed_pseudogene	False
ENSG00000264145	ENSG00000264145	skyblue	processed_pseudogene	False
ENSG00000264179	ENSG00000264179	midnightblue	processed_pseudogene	False
ENSG00000264207	ENSG00000264207	brown	lncRNA	True
ENSG00000264236	ENSG00000264236	darkgreen	processed_pseudogene	False
ENSG00000264296	ENSG00000264296	pink	processed_pseudogene	False
ENSG00000264435	ENSG00000264435	midnightblue	transcribed_processed_pseudogene	False
ENSG00000264545	ENSG00000264545	cyan	lncRNA	True
ENSG00000264577	ENSG00000264577	blue	lncRNA	True
ENSG00000264578	ENSG00000264578	brown	lncRNA	True
ENSG00000264662	ENSG00000264662	salmon	processed_pseudogene	False
ENSG00000264666	ENSG00000264666	brown	lncRNA	True
ENSG00000265118	ENSG00000265118	grey60	protein_coding	False
ENSG00000265136	ENSG00000265136	midnightblue	processed_pseudogene	False
ENSG00000265399	ENSG00000265399	darkgreen	lncRNA	True
ENSG00000265401	ENSG00000265401	brown	lncRNA	True
ENSG00000265417	ENSG00000265417	skyblue3	processed_pseudogene	False
ENSG00000265428	ENSG00000265428	darkgrey	processed_pseudogene	False
ENSG00000265437	ENSG00000265437	lightyellow	processed_pseudogene	False
ENSG00000265460	ENSG00000265460	skyblue	transcribed_processed_pseudogene	False
ENSG00000265690	ENSG00000265690	brown	protein_coding	False
ENSG00000265713	ENSG00000265713	royalblue	transcribed_processed_pseudogene	False
ENSG00000265784	ENSG00000265784	lightcyan1	lncRNA	True
ENSG00000265982	ENSG00000265982	darkturquoise	unprocessed_pseudogene	False
ENSG00000266086	ENSG00000266086	blue	protein_coding	False
ENSG00000266184	ENSG00000266184	black	processed_pseudogene	False
ENSG00000266306	ENSG00000266306	purple	transcribed_unprocessed_pseudogene	False
ENSG00000266341	ENSG00000266341	brown	lncRNA	True
ENSG00000266373	ENSG00000266373	lightyellow	processed_pseudogene	False
ENSG00000266469	ENSG00000266469	brown	lncRNA	True
ENSG00000266728	ENSG00000266728	skyblue	protein_coding	False
ENSG00000266931	ENSG00000266931	midnightblue	unprocessed_pseudogene	False
ENSG00000266938	ENSG00000266938	yellowgreen	processed_pseudogene	False
ENSG00000266947	ENSG00000266947	brown	lncRNA	True
ENSG00000266953	ENSG00000266953	darkmagenta	protein_coding	False
ENSG00000267001	ENSG00000267001	brown	protein_coding	False
ENSG00000267005	ENSG00000267005	greenyellow	processed_pseudogene	False
ENSG00000267053	ENSG00000267053	brown	lncRNA	True
ENSG00000267059	ENSG00000267059	brown	protein_coding	False
ENSG00000267088	ENSG00000267088	skyblue	processed_pseudogene	False
ENSG00000267110	ENSG00000267110	lightgreen	protein_coding	False
ENSG00000267125	ENSG00000267125	brown	lncRNA	True
ENSG00000267135	ENSG00000267135	skyblue3	processed_pseudogene	False
ENSG00000267173	ENSG00000267173	mediumpurple3	protein_coding	False
ENSG00000267227	ENSG00000267227	paleturquoise	processed_pseudogene	False
ENSG00000267248	ENSG00000267248	brown	lncRNA	True
ENSG00000267249	ENSG00000267249	brown	lncRNA	True
ENSG00000267260	ENSG00000267260	brown	lncRNA	True
ENSG00000267261	ENSG00000267261	purple	protein_coding	False
ENSG00000267283	ENSG00000267283	brown	lncRNA	True
ENSG00000267295	ENSG00000267295	white	unprocessed_pseudogene	False
ENSG00000267303	ENSG00000267303	darkorange	protein_coding	False
ENSG00000267317	ENSG00000267317	brown	lncRNA	True
ENSG00000267318	ENSG00000267318	magenta	protein_coding	False
ENSG00000267360	ENSG00000267360	magenta	protein_coding	False
ENSG00000267370	ENSG00000267370	lightcyan1	unprocessed_pseudogene	False
ENSG00000267385	ENSG00000267385	lightgreen	protein_coding	False
ENSG00000267389	ENSG00000267389	magenta	unprocessed_pseudogene	False
ENSG00000267398	ENSG00000267398	midnightblue	processed_pseudogene	False
ENSG00000267404	ENSG00000267404	purple	processed_pseudogene	False
ENSG00000267415	ENSG00000267415	darkgrey	transcribed_processed_pseudogene	False
ENSG00000267441	ENSG00000267441	darkgreen	processed_pseudogene	False
ENSG00000267458	ENSG00000267458	blue	lncRNA	True
ENSG00000267507	ENSG00000267507	lightcyan	processed_pseudogene	False
ENSG00000267512	ENSG00000267512	blue	lncRNA	True
ENSG00000267552	ENSG00000267552	orange	protein_coding	False
ENSG00000267554	ENSG00000267554	purple	processed_pseudogene	False
ENSG00000267571	ENSG00000267571	brown	lncRNA	True
ENSG00000267576	ENSG00000267576	brown	lncRNA	True
ENSG00000267585	ENSG00000267585	darkgrey	processed_pseudogene	False
ENSG00000267587	ENSG00000267587	darkred	processed_pseudogene	False
ENSG00000267601	ENSG00000267601	black	lncRNA	True
ENSG00000267618	ENSG00000267618	darkturquoise	protein_coding	False
ENSG00000267620	ENSG00000267620	darkolivegreen	processed_pseudogene	False
ENSG00000267623	ENSG00000267623	white	transcribed_unprocessed_pseudogene	False
ENSG00000267629	ENSG00000267629	skyblue3	lncRNA	True
ENSG00000267645	ENSG00000267645	brown	protein_coding	False
ENSG00000267649	ENSG00000267649	brown	lncRNA	True
ENSG00000267656	ENSG00000267656	midnightblue	processed_pseudogene	False
