nodeName	gene_name	module	biotype	is_robust_lnc
TPI1P2	TPI1P2	brown	lncRNA	True
TPI1P3	TPI1P3	purple	processed_pseudogene	False
TPM1-AS	TPM1-AS	brown	lncRNA	True
TPM2	TPM2	brown	protein_coding	False
TPM3	TPM3	brown	protein_coding	False
TPM3P4	TPM3P4	cyan	processed_pseudogene	False
TPM3P7	TPM3P7	purple	processed_pseudogene	False
TPM3P8	TPM3P8	black	processed_pseudogene	False
TPM4	TPM4	blue	protein_coding	False
TPMT	TPMT	blue	protein_coding	False
TPMTP2	TPMTP2	tan	processed_pseudogene	False
TPP1	TPP1	brown	protein_coding	False
TPPP	TPPP	brown	protein_coding	False
TPR	TPR	green	protein_coding	False
TPRA1	TPRA1	brown	protein_coding	False
TPRG1L	TPRG1L	blue	protein_coding	False
TPRKB	TPRKB	brown	protein_coding	False
TPRN	TPRN	brown	protein_coding	False
TPRX1	TPRX1	darkturquoise	protein_coding	False
TPSAB1	TPSAB1	midnightblue	protein_coding	False
TPSB2	TPSB2	magenta	protein_coding	False
TPSD1	TPSD1	orangered4	protein_coding	False
TPSG1	TPSG1	lightcyan	protein_coding	False
TPST2	TPST2	brown	protein_coding	False
TPST2P1	TPST2P1	orange	processed_pseudogene	False
TPT1	TPT1	blue	protein_coding	False
TPT1-AS1	TPT1-AS1	brown	lncRNA	True
TPT1P1	TPT1P1	orange	processed_pseudogene	False
TPT1P14	TPT1P14	darkorange	processed_pseudogene	False
TPT1P2	TPT1P2	tan	processed_pseudogene	False
TPT1P6	TPT1P6	purple	processed_pseudogene	False
TPTE2	TPTE2	darkgrey	protein_coding	False
TPTE2P5	TPTE2P5	yellowgreen	transcribed_unprocessed_pseudogene	False
TPX2	TPX2	brown	protein_coding	False
TRABD	TRABD	brown	protein_coding	False
TRABD-AS1	TRABD-AS1	brown	lncRNA	True
TRAC	TRAC	darkgrey	TR_C_gene	False
TRADD	TRADD	brown	protein_coding	False
TRAF2	TRAF2	blue	protein_coding	False
TRAF3	TRAF3	brown	protein_coding	False
TRAF3IP1	TRAF3IP1	brown	protein_coding	False
TRAF4	TRAF4	brown	protein_coding	False
TRAF6	TRAF6	brown	protein_coding	False
TRAF6P1	TRAF6P1	midnightblue	processed_pseudogene	False
TRAF7	TRAF7	brown	protein_coding	False
TRAFD1	TRAFD1	blue	protein_coding	False
TRAIP	TRAIP	brown	protein_coding	False
TRAK1	TRAK1	blue	protein_coding	False
TRAK2	TRAK2	blue	protein_coding	False
TRAM1	TRAM1	green	protein_coding	False
TRAM1L1	TRAM1L1	brown	protein_coding	False
TRAM2-AS1	TRAM2-AS1	brown	lncRNA	True
TRAP1	TRAP1	blue	protein_coding	False
TRAPPC1	TRAPPC1	blue	protein_coding	False
TRAPPC10	TRAPPC10	brown	protein_coding	False
TRAPPC11	TRAPPC11	brown	protein_coding	False
TRAPPC12	TRAPPC12	brown	protein_coding	False
TRAPPC13	TRAPPC13	green	protein_coding	False
TRAPPC14	TRAPPC14	blue	protein_coding	False
TRAPPC2	TRAPPC2	blue	protein_coding	False
TRAPPC2B	TRAPPC2B	blue	protein_coding	False
TRAPPC2L	TRAPPC2L	blue	protein_coding	False
TRAPPC2LP1	TRAPPC2LP1	pink	processed_pseudogene	False
TRAPPC3	TRAPPC3	brown	protein_coding	False
TRAPPC3L	TRAPPC3L	grey60	protein_coding	False
TRAPPC4	TRAPPC4	blue	protein_coding	False
TRAPPC5	TRAPPC5	brown	protein_coding	False
TRAPPC6A	TRAPPC6A	blue	protein_coding	False
TRAPPC6B	TRAPPC6B	green	protein_coding	False
TRAPPC8	TRAPPC8	green	protein_coding	False
TRAPPC9	TRAPPC9	brown	protein_coding	False
TRARG1	TRARG1	darkgreen	protein_coding	False
TRAT1	TRAT1	darkgrey	protein_coding	False
TRBC1	TRBC1	white	TR_C_gene	False
TRBC2	TRBC2	white	TR_C_gene	False
TRBV12-3	TRBV12-3	purple	TR_V_gene	False
TRBV13	TRBV13	purple	TR_V_gene	False
TRBV19	TRBV19	darkmagenta	TR_V_gene	False
TRBV20-1	TRBV20-1	white	TR_V_gene	False
TRBV23OR9-2	TRBV23OR9-2	mediumpurple3	TR_V_pseudogene	False
TRBV7-3	TRBV7-3	royalblue	TR_V_gene	False
TRDMT1	TRDMT1	green	protein_coding	False
TREH	TREH	violet	protein_coding	False
TREM1	TREM1	white	protein_coding	False
TREML1	TREML1	pink	protein_coding	False
TRERF1	TRERF1	blue	protein_coding	False
TRH	TRH	black	protein_coding	False
TRHDE	TRHDE	salmon	protein_coding	False
TRHR	TRHR	green	protein_coding	False
TRIAP1	TRIAP1	blue	protein_coding	False
TRIL	TRIL	skyblue	protein_coding	False
TRIM10	TRIM10	greenyellow	protein_coding	False
TRIM11	TRIM11	blue	protein_coding	False
TRIM13	TRIM13	brown	protein_coding	False
TRIM15	TRIM15	darkred	protein_coding	False
TRIM16	TRIM16	blue	protein_coding	False
TRIM23	TRIM23	green	protein_coding	False
TRIM24	TRIM24	brown	protein_coding	False
TRIM26	TRIM26	brown	protein_coding	False
TRIM26BP	TRIM26BP	midnightblue	unprocessed_pseudogene	False
TRIM27	TRIM27	blue	protein_coding	False
TRIM28	TRIM28	brown	protein_coding	False
TRIM3	TRIM3	brown	protein_coding	False
TRIM32	TRIM32	blue	protein_coding	False
TRIM33	TRIM33	green	protein_coding	False
TRIM35	TRIM35	blue	protein_coding	False
TRIM37	TRIM37	brown	protein_coding	False
TRIM39	TRIM39	blue	protein_coding	False
TRIM4	TRIM4	brown	protein_coding	False
TRIM40	TRIM40	cyan	protein_coding	False
TRIM41	TRIM41	brown	protein_coding	False
TRIM44	TRIM44	brown	protein_coding	False
TRIM45	TRIM45	brown	protein_coding	False
TRIM46	TRIM46	blue	protein_coding	False
TRIM49B	TRIM49B	lightgreen	protein_coding	False
TRIM49C	TRIM49C	saddlebrown	protein_coding	False
TRIM49D1	TRIM49D1	royalblue	protein_coding	False
TRIM50	TRIM50	grey60	protein_coding	False
TRIM52	TRIM52	brown	protein_coding	False
TRIM52-AS1	TRIM52-AS1	blue	lncRNA	True
TRIM53CP	TRIM53CP	darkorange	unprocessed_pseudogene	False
TRIM54	TRIM54	paleturquoise	protein_coding	False
TRIM59	TRIM59	green	protein_coding	False
TRIM6-TRIM34	TRIM6-TRIM34	greenyellow	protein_coding	False
TRIM60	TRIM60	purple	protein_coding	False
TRIM60P14	TRIM60P14	midnightblue	processed_pseudogene	False
TRIM62	TRIM62	blue	protein_coding	False
TRIM64	TRIM64	cyan	protein_coding	False
TRIM64B	TRIM64B	sienna3	protein_coding	False
TRIM65	TRIM65	brown	protein_coding	False
TRIM66	TRIM66	brown	protein_coding	False
TRIM69	TRIM69	brown	protein_coding	False
TRIM7	TRIM7	blue	protein_coding	False
TRIM7-AS2	TRIM7-AS2	brown	lncRNA	True
TRIM72	TRIM72	pink	protein_coding	False
TRIM80P	TRIM80P	black	unitary_pseudogene	False
TRIP10	TRIP10	brown	protein_coding	False
TRIP11	TRIP11	green	protein_coding	False
TRIP12	TRIP12	blue	protein_coding	False
TRIP13	TRIP13	blue	protein_coding	False
TRIP4	TRIP4	brown	protein_coding	False
TRIP6	TRIP6	blue	protein_coding	False
TRIQK	TRIQK	green	protein_coding	False
TRIR	TRIR	blue	protein_coding	False
TRIT1	TRIT1	blue	protein_coding	False
TRMO	TRMO	blue	protein_coding	False
TRMT1	TRMT1	blue	protein_coding	False
TRMT10A	TRMT10A	green	protein_coding	False
TRMT10B	TRMT10B	blue	protein_coding	False
TRMT10BP1	TRMT10BP1	tan	processed_pseudogene	False
TRMT10C	TRMT10C	green	protein_coding	False
TRMT112	TRMT112	blue	protein_coding	False
TRMT112P4	TRMT112P4	lightgreen	processed_pseudogene	False
TRMT12	TRMT12	brown	protein_coding	False
TRMT13	TRMT13	green	protein_coding	False
TRMT1L	TRMT1L	brown	protein_coding	False
TRMT1P1	TRMT1P1	sienna3	processed_pseudogene	False
TRMT2A	TRMT2A	brown	protein_coding	False
TRMT2B	TRMT2B	brown	protein_coding	False
TRMT44	TRMT44	blue	protein_coding	False
TRMT61A	TRMT61A	blue	protein_coding	False
TRMT61A-DT	TRMT61A-DT	brown	lncRNA	True
TRMT61B	TRMT61B	blue	protein_coding	False
TRMT9B	TRMT9B	black	protein_coding	False
TRMU	TRMU	blue	protein_coding	False
TRNAU1AP	TRNAU1AP	brown	protein_coding	False
TRNT1	TRNT1	green	protein_coding	False
TRNT1P1	TRNT1P1	yellowgreen	processed_pseudogene	False
TRNT1P2	TRNT1P2	black	processed_pseudogene	False
TRO	TRO	brown	protein_coding	False
TROAP	TROAP	blue	protein_coding	False
TRPC4AP	TRPC4AP	blue	protein_coding	False
TRPC5OS	TRPC5OS	orange	protein_coding	False
TRPC6	TRPC6	lightgreen	protein_coding	False
TRPC6P10	TRPC6P10	lightcyan	processed_pseudogene	False
TRPC7	TRPC7	salmon	protein_coding	False
TRPM1	TRPM1	midnightblue	protein_coding	False
TRPM4	TRPM4	brown	protein_coding	False
TRPM5	TRPM5	paleturquoise	protein_coding	False
TRPM6	TRPM6	cyan	protein_coding	False
TRPM7	TRPM7	green	protein_coding	False
TRPS1	TRPS1	green	protein_coding	False
TRPT1	TRPT1	brown	protein_coding	False
TRPV1	TRPV1	brown	protein_coding	False
TRPV3	TRPV3	brown	protein_coding	False
TRPV5	TRPV5	white	protein_coding	False
TRPV6	TRPV6	darkmagenta	protein_coding	False
TRRAP	TRRAP	brown	protein_coding	False
TRUB2	TRUB2	blue	protein_coding	False
TSC1	TSC1	brown	protein_coding	False
TSC2	TSC2	brown	protein_coding	False
TSC22D4	TSC22D4	brown	protein_coding	False
TSEN15	TSEN15	brown	protein_coding	False
TSEN15P1	TSEN15P1	salmon	processed_pseudogene	False
TSEN15P2	TSEN15P2	saddlebrown	processed_pseudogene	False
TSEN2	TSEN2	blue	protein_coding	False
TSEN2P1	TSEN2P1	yellowgreen	processed_pseudogene	False
TSEN34	TSEN34	blue	protein_coding	False
TSEN54	TSEN54	brown	protein_coding	False
TSFM	TSFM	blue	protein_coding	False
TSG101	TSG101	blue	protein_coding	False
TSGA10IP	TSGA10IP	greenyellow	protein_coding	False
TSGA13	TSGA13	lightsteelblue1	protein_coding	False
TSHZ1	TSHZ1	brown	protein_coding	False
TSHZ2	TSHZ2	darkgreen	protein_coding	False
TSKS	TSKS	cyan	protein_coding	False
TSKU	TSKU	blue	protein_coding	False
TSN	TSN	brown	protein_coding	False
TSNARE1	TSNARE1	brown	protein_coding	False
TSNAX	TSNAX	green	protein_coding	False
TSPAN12	TSPAN12	tan	protein_coding	False
TSPAN17	TSPAN17	brown	protein_coding	False
TSPAN31	TSPAN31	brown	protein_coding	False
TSPAN33	TSPAN33	brown	protein_coding	False
TSPAN4	TSPAN4	blue	protein_coding	False
TSPAN7	TSPAN7	darkmagenta	protein_coding	False
TSPEAR	TSPEAR	royalblue	protein_coding	False
TSPO	TSPO	blue	protein_coding	False
TSPO2	TSPO2	darkturquoise	protein_coding	False
TSPYL1	TSPYL1	brown	protein_coding	False
TSPYL4	TSPYL4	brown	protein_coding	False
TSPYL5	TSPYL5	brown	protein_coding	False
TSPYL6	TSPYL6	paleturquoise	protein_coding	False
TSR1	TSR1	blue	protein_coding	False
TSR2	TSR2	blue	protein_coding	False
TSR3	TSR3	brown	protein_coding	False
TSSC4	TSSC4	blue	protein_coding	False
TSSK4	TSSK4	brown	protein_coding	False
TSSK6	TSSK6	brown	protein_coding	False
TST	TST	blue	protein_coding	False
TSTD1	TSTD1	blue	protein_coding	False
TSTD2	TSTD2	blue	protein_coding	False
TTC1	TTC1	brown	protein_coding	False
TTC12	TTC12	brown	protein_coding	False
TTC13	TTC13	blue	protein_coding	False
TTC14	TTC14	green	protein_coding	False
TTC16	TTC16	brown	protein_coding	False
TTC17	TTC17	brown	protein_coding	False
TTC19	TTC19	brown	protein_coding	False
TTC21A	TTC21A	brown	protein_coding	False
TTC21B	TTC21B	green	protein_coding	False
TTC23	TTC23	brown	protein_coding	False
TTC23L-AS1	TTC23L-AS1	brown	lncRNA	True
TTC24	TTC24	skyblue	protein_coding	False
TTC27	TTC27	brown	protein_coding	False
TTC28	TTC28	brown	protein_coding	False
TTC28-AS1	TTC28-AS1	brown	lncRNA	True
TTC3	TTC3	green	protein_coding	False
TTC31	TTC31	brown	protein_coding	False
TTC33	TTC33	green	protein_coding	False
TTC34	TTC34	brown	protein_coding	False
TTC38	TTC38	brown	protein_coding	False
TTC39C	TTC39C	blue	protein_coding	False
TTC4	TTC4	brown	protein_coding	False
TTC41P	TTC41P	darkred	transcribed_unitary_pseudogene	False
TTC4P1	TTC4P1	magenta	processed_pseudogene	False
TTC5	TTC5	brown	protein_coding	False
TTC6	TTC6	salmon	protein_coding	False
TTC7B	TTC7B	brown	protein_coding	False
TTC8	TTC8	blue	protein_coding	False
TTC9	TTC9	brown	protein_coding	False
TTC9C	TTC9C	blue	protein_coding	False
TTF1	TTF1	blue	protein_coding	False
TTF2	TTF2	blue	protein_coding	False
TTI1	TTI1	brown	protein_coding	False
TTI2	TTI2	brown	protein_coding	False
TTK	TTK	green	protein_coding	False
TTL	TTL	brown	protein_coding	False
TTLL1	TTLL1	brown	protein_coding	False
TTLL12	TTLL12	blue	protein_coding	False
TTLL3	TTLL3	brown	protein_coding	False
TTLL4	TTLL4	brown	protein_coding	False
TTLL5	TTLL5	brown	protein_coding	False
TTLL6	TTLL6	white	protein_coding	False
TTLL7	TTLL7	green	protein_coding	False
TTLL8	TTLL8	orangered4	protein_coding	False
TTLL9	TTLL9	brown	protein_coding	False
TTN	TTN	green	protein_coding	False
TTPAL	TTPAL	brown	protein_coding	False
TTYH2	TTYH2	brown	protein_coding	False
TTYH3	TTYH3	blue	protein_coding	False
TUBA1A	TUBA1A	brown	protein_coding	False
TUBA1B	TUBA1B	blue	protein_coding	False
TUBA1B-AS1	TUBA1B-AS1	brown	lncRNA	True
TUBA1C	TUBA1C	blue	protein_coding	False
TUBA3C	TUBA3C	darkgrey	protein_coding	False
TUBA3GP	TUBA3GP	darkred	unprocessed_pseudogene	False
TUBA4A	TUBA4A	blue	protein_coding	False
TUBA5P	TUBA5P	darkmagenta	transcribed_unprocessed_pseudogene	False
TUBAL3	TUBAL3	mediumpurple3	protein_coding	False
TUBAP1	TUBAP1	skyblue	processed_pseudogene	False
TUBAP12	TUBAP12	plum1	processed_pseudogene	False
TUBAP6	TUBAP6	lightyellow	processed_pseudogene	False
TUBAP8	TUBAP8	darkred	processed_pseudogene	False
TUBB	TUBB	brown	protein_coding	False
TUBB2A	TUBB2A	brown	protein_coding	False
TUBB2B	TUBB2B	brown	protein_coding	False
TUBB3	TUBB3	brown	protein_coding	False
TUBB4A	TUBB4A	brown	protein_coding	False
TUBB4B	TUBB4B	blue	protein_coding	False
TUBB4BP6	TUBB4BP6	darkmagenta	processed_pseudogene	False
TUBB6	TUBB6	blue	protein_coding	False
TUBB7P	TUBB7P	lightsteelblue1	unprocessed_pseudogene	False
TUBB8B	TUBB8B	cyan	protein_coding	False
TUBB8P6	TUBB8P6	lightgreen	unprocessed_pseudogene	False
TUBB8P8	TUBB8P8	pink	unprocessed_pseudogene	False
TUBBP5	TUBBP5	cyan	transcribed_unprocessed_pseudogene	False
TUBBP8	TUBBP8	darkolivegreen	processed_pseudogene	False
TUBD1	TUBD1	brown	protein_coding	False
TUBG1	TUBG1	brown	protein_coding	False
TUBG2	TUBG2	brown	protein_coding	False
TUBGCP2	TUBGCP2	brown	protein_coding	False
TUBGCP3	TUBGCP3	brown	protein_coding	False
TUBGCP4	TUBGCP4	brown	protein_coding	False
TUBGCP5	TUBGCP5	blue	protein_coding	False
TUBGCP6	TUBGCP6	brown	protein_coding	False
TUFM	TUFM	brown	protein_coding	False
TULP3	TULP3	brown	protein_coding	False
TULP3P1	TULP3P1	violet	transcribed_processed_pseudogene	False
TUSC1	TUSC1	blue	protein_coding	False
TUSC2	TUSC2	blue	protein_coding	False
TUT1	TUT1	brown	protein_coding	False
TWF1	TWF1	green	protein_coding	False
TWF2	TWF2	blue	protein_coding	False
TWSG1	TWSG1	green	protein_coding	False
TXLNA	TXLNA	blue	protein_coding	False
TXN	TXN	blue	protein_coding	False
TXN2	TXN2	blue	protein_coding	False
TXNDC11	TXNDC11	brown	protein_coding	False
TXNDC12	TXNDC12	blue	protein_coding	False
TXNDC15	TXNDC15	blue	protein_coding	False
TXNDC16	TXNDC16	green	protein_coding	False
TXNDC17	TXNDC17	blue	protein_coding	False
TXNDC5	TXNDC5	blue	protein_coding	False
TXNDC9	TXNDC9	green	protein_coding	False
TXNL1	TXNL1	brown	protein_coding	False
TXNL4A	TXNL4A	blue	protein_coding	False
TXNL4B	TXNL4B	blue	protein_coding	False
TXNP4	TXNP4	skyblue	processed_pseudogene	False
TXNP5	TXNP5	lightyellow	processed_pseudogene	False
TXNRD2	TXNRD2	blue	protein_coding	False
TXNRD3	TXNRD3	brown	protein_coding	False
TYK2	TYK2	blue	protein_coding	False
TYMS	TYMS	blue	protein_coding	False
TYMSOS	TYMSOS	brown	lncRNA	True
TYMSP2	TYMSP2	darkred	processed_pseudogene	False
TYR	TYR	lightcyan	protein_coding	False
TYRO3	TYRO3	brown	protein_coding	False
TYROBP	TYROBP	salmon	protein_coding	False
TYRP1	TYRP1	darkred	protein_coding	False
TYSND1	TYSND1	brown	protein_coding	False
TYW1	TYW1	brown	protein_coding	False
TYW3	TYW3	green	protein_coding	False
TYW5	TYW5	green	protein_coding	False
U1	U1	darkorange	snRNA	False
U2AF1	U2AF1	blue	protein_coding	False
U2AF1L4	U2AF1L4	brown	protein_coding	False
U2AF2	U2AF2	blue	protein_coding	False
U2SURP	U2SURP	green	protein_coding	False
U2SURPP1	U2SURPP1	darkorange	processed_pseudogene	False
UACA	UACA	green	protein_coding	False
UBA1	UBA1	brown	protein_coding	False
UBA2	UBA2	brown	protein_coding	False
UBA52	UBA52	blue	protein_coding	False
UBA5P1	UBA5P1	steelblue	processed_pseudogene	False
UBA6	UBA6	green	protein_coding	False
UBAC1	UBAC1	blue	protein_coding	False
UBAC2	UBAC2	brown	protein_coding	False
UBAC2-AS1	UBAC2-AS1	brown	lncRNA	True
UBALD1	UBALD1	blue	protein_coding	False
UBAP1	UBAP1	blue	protein_coding	False
UBAP2	UBAP2	blue	protein_coding	False
UBAP2L	UBAP2L	blue	protein_coding	False
UBB	UBB	blue	protein_coding	False
UBBP1	UBBP1	blue	processed_pseudogene	False
UBBP5	UBBP5	midnightblue	processed_pseudogene	False
UBC	UBC	brown	protein_coding	False
UBE2A	UBE2A	brown	protein_coding	False
UBE2B	UBE2B	blue	protein_coding	False
UBE2C	UBE2C	brown	protein_coding	False
UBE2CP1	UBE2CP1	darkturquoise	processed_pseudogene	False
UBE2CP3	UBE2CP3	salmon	processed_pseudogene	False
UBE2CP4	UBE2CP4	yellowgreen	processed_pseudogene	False
UBE2D2	UBE2D2	brown	protein_coding	False
UBE2D3	UBE2D3	blue	protein_coding	False
UBE2D3-AS1	UBE2D3-AS1	brown	lncRNA	True
UBE2D3P3	UBE2D3P3	purple	processed_pseudogene	False
UBE2D3P4	UBE2D3P4	lightcyan1	processed_pseudogene	False
UBE2D4	UBE2D4	brown	protein_coding	False
UBE2E1	UBE2E1	blue	protein_coding	False
UBE2E2	UBE2E2	blue	protein_coding	False
UBE2E3	UBE2E3	brown	protein_coding	False
UBE2F	UBE2F	blue	protein_coding	False
UBE2G1	UBE2G1	brown	protein_coding	False
UBE2G2	UBE2G2	blue	protein_coding	False
UBE2I	UBE2I	brown	protein_coding	False
UBE2J1	UBE2J1	brown	protein_coding	False
UBE2J2	UBE2J2	brown	protein_coding	False
UBE2L2	UBE2L2	greenyellow	processed_pseudogene	False
UBE2L3	UBE2L3	brown	protein_coding	False
UBE2L4	UBE2L4	grey60	processed_pseudogene	False
UBE2M	UBE2M	brown	protein_coding	False
UBE2N	UBE2N	blue	protein_coding	False
UBE2NL	UBE2NL	orangered4	protein_coding	False
UBE2O	UBE2O	blue	protein_coding	False
UBE2Q1	UBE2Q1	brown	protein_coding	False
UBE2Q2P12	UBE2Q2P12	tan	unprocessed_pseudogene	False
UBE2Q2P13	UBE2Q2P13	brown	lncRNA	True
UBE2Q2P16	UBE2Q2P16	pink	transcribed_unprocessed_pseudogene	False
UBE2Q2P2	UBE2Q2P2	brown	lncRNA	True
UBE2R2	UBE2R2	brown	protein_coding	False
UBE2S	UBE2S	brown	protein_coding	False
UBE2T	UBE2T	blue	protein_coding	False
UBE2U	UBE2U	white	protein_coding	False
UBE2V1	UBE2V1	blue	protein_coding	False
UBE2V1P13	UBE2V1P13	saddlebrown	processed_pseudogene	False
UBE2V1P9	UBE2V1P9	black	processed_pseudogene	False
UBE2V2	UBE2V2	green	protein_coding	False
UBE2V2P2	UBE2V2P2	white	processed_pseudogene	False
UBE2V2P4	UBE2V2P4	lightcyan	processed_pseudogene	False
UBE2W	UBE2W	green	protein_coding	False
UBE2Z	UBE2Z	blue	protein_coding	False
UBE3AP2	UBE3AP2	black	processed_pseudogene	False
UBE3B	UBE3B	brown	protein_coding	False
UBE3C	UBE3C	brown	protein_coding	False
UBE3D	UBE3D	blue	protein_coding	False
UBE4B	UBE4B	brown	protein_coding	False
UBFD1	UBFD1	blue	protein_coding	False
UBIAD1	UBIAD1	blue	protein_coding	False
UBL4A	UBL4A	blue	protein_coding	False
UBL4B	UBL4B	plum1	protein_coding	False
UBL5	UBL5	blue	protein_coding	False
UBL5P2	UBL5P2	darkorange	processed_pseudogene	False
UBL7	UBL7	brown	protein_coding	False
UBL7-DT	UBL7-DT	brown	lncRNA	True
UBLCP1	UBLCP1	green	protein_coding	False
UBN1	UBN1	brown	protein_coding	False
UBN2	UBN2	green	protein_coding	False
UBOX5	UBOX5	brown	protein_coding	False
UBP1	UBP1	blue	protein_coding	False
UBQLN1	UBQLN1	brown	protein_coding	False
UBQLN1-AS1	UBQLN1-AS1	brown	lncRNA	True
UBQLN2	UBQLN2	brown	protein_coding	False
UBQLN4	UBQLN4	brown	protein_coding	False
UBQLN4P1	UBQLN4P1	brown	processed_pseudogene	False
UBR1	UBR1	green	protein_coding	False
UBR3	UBR3	green	protein_coding	False
UBR4	UBR4	brown	protein_coding	False
UBR7	UBR7	brown	protein_coding	False
UBTD2	UBTD2	brown	protein_coding	False
UBTF	UBTF	brown	protein_coding	False
UBTFL6	UBTFL6	midnightblue	unprocessed_pseudogene	False
UBXN1	UBXN1	blue	protein_coding	False
UBXN11	UBXN11	brown	protein_coding	False
UBXN2A	UBXN2A	brown	protein_coding	False
UBXN4	UBXN4	green	protein_coding	False
UBXN6	UBXN6	brown	protein_coding	False
UCHL5	UCHL5	green	protein_coding	False
UCK1	UCK1	blue	protein_coding	False
UCK2	UCK2	blue	protein_coding	False
UCKL1	UCKL1	brown	protein_coding	False
UCN	UCN	brown	protein_coding	False
UCN2	UCN2	pink	protein_coding	False
UCP1	UCP1	violet	protein_coding	False
UCP2	UCP2	brown	protein_coding	False
UEVLD	UEVLD	green	protein_coding	False
UFC1	UFC1	brown	protein_coding	False
UFC1P1	UFC1P1	tan	processed_pseudogene	False
UFD1	UFD1	blue	protein_coding	False
UFL1	UFL1	green	protein_coding	False
UFM1	UFM1	green	protein_coding	False
UFSP1	UFSP1	brown	protein_coding	False
UFSP2	UFSP2	brown	protein_coding	False
UGDH-AS1	UGDH-AS1	brown	lncRNA	True
UGGT1	UGGT1	brown	protein_coding	False
UGGT2	UGGT2	green	protein_coding	False
UGT1A10	UGT1A10	mediumpurple3	protein_coding	False
UGT1A2P	UGT1A2P	magenta	unprocessed_pseudogene	False
UGT1A4	UGT1A4	salmon	protein_coding	False
UGT1A5	UGT1A5	grey60	protein_coding	False
UGT1A6	UGT1A6	skyblue	protein_coding	False
UGT1A7	UGT1A7	darkorange	protein_coding	False
UGT1A8	UGT1A8	skyblue3	protein_coding	False
UGT2B7	UGT2B7	mediumpurple3	protein_coding	False
UGT8	UGT8	blue	protein_coding	False
UIMC1	UIMC1	blue	protein_coding	False
ULBP1	ULBP1	brown	protein_coding	False
ULK1	ULK1	brown	protein_coding	False
ULK2	ULK2	brown	protein_coding	False
ULK3	ULK3	brown	protein_coding	False
ULK4	ULK4	blue	protein_coding	False
UMAD1	UMAD1	brown	protein_coding	False
UMPS	UMPS	blue	protein_coding	False
UNC119	UNC119	brown	protein_coding	False
UNC119B	UNC119B	blue	protein_coding	False
UNC13B	UNC13B	brown	protein_coding	False
UNC13D	UNC13D	brown	protein_coding	False
UNC45A	UNC45A	brown	protein_coding	False
UNC45B	UNC45B	midnightblue	protein_coding	False
UNC50	UNC50	brown	protein_coding	False
UNC5B	UNC5B	brown	protein_coding	False
UNC5D	UNC5D	darkorange	protein_coding	False
UNC93B1	UNC93B1	blue	protein_coding	False
UNC93B2	UNC93B2	blue	processed_pseudogene	False
UNC93B4	UNC93B4	salmon	unprocessed_pseudogene	False
UNC93B8	UNC93B8	pink	unprocessed_pseudogene	False
UNG	UNG	brown	protein_coding	False
UNK	UNK	brown	protein_coding	False
UNKL	UNKL	blue	protein_coding	False
UPF1	UPF1	blue	protein_coding	False
UPF2	UPF2	green	protein_coding	False
UPF3A	UPF3A	brown	protein_coding	False
UPF3AP1	UPF3AP1	black	processed_pseudogene	False
UPF3B	UPF3B	green	protein_coding	False
UPK1B	UPK1B	darkturquoise	protein_coding	False
UPK3A	UPK3A	pink	protein_coding	False
UPK3BP1	UPK3BP1	saddlebrown	transcribed_unprocessed_pseudogene	False
UPRT	UPRT	blue	protein_coding	False
UQCC1	UQCC1	blue	protein_coding	False
UQCC2	UQCC2	brown	protein_coding	False
UQCC3	UQCC3	blue	protein_coding	False
UQCC4	UQCC4	blue	protein_coding	False
UQCC5	UQCC5	blue	protein_coding	False
UQCC6	UQCC6	brown	protein_coding	False
UQCR10	UQCR10	blue	protein_coding	False
UQCR11	UQCR11	blue	protein_coding	False
UQCRB	UQCRB	blue	protein_coding	False
UQCRBP2	UQCRBP2	white	processed_pseudogene	False
UQCRBP3	UQCRBP3	darkgrey	processed_pseudogene	False
UQCRC1	UQCRC1	brown	protein_coding	False
UQCRC2	UQCRC2	brown	protein_coding	False
UQCRFS1	UQCRFS1	blue	protein_coding	False
UQCRFS1P1	UQCRFS1P1	brown	processed_pseudogene	False
UQCRH	UQCRH	blue	protein_coding	False
UQCRHP2	UQCRHP2	lightcyan1	processed_pseudogene	False
UQCRQ	UQCRQ	blue	protein_coding	False
URAD	URAD	lightgreen	protein_coding	False
URB1	URB1	blue	protein_coding	False
URB1-AS1	URB1-AS1	brown	lncRNA	True
URGCP	URGCP	blue	protein_coding	False
URI1	URI1	blue	protein_coding	False
URM1	URM1	blue	protein_coding	False
UROD	UROD	blue	protein_coding	False
UROS	UROS	brown	protein_coding	False
USB1	USB1	brown	protein_coding	False
USE1	USE1	brown	protein_coding	False
USF1	USF1	blue	protein_coding	False
USF1P1	USF1P1	lightcyan	processed_pseudogene	False
USF2	USF2	brown	protein_coding	False
USF3	USF3	green	protein_coding	False
USH1C	USH1C	salmon	protein_coding	False
USHBP1	USHBP1	magenta	protein_coding	False
USO1	USO1	green	protein_coding	False
USP1	USP1	green	protein_coding	False
USP10	USP10	blue	protein_coding	False
USP11	USP11	brown	protein_coding	False
USP12PY	USP12PY	lightgreen	processed_pseudogene	False
USP13	USP13	brown	protein_coding	False
USP14	USP14	blue	protein_coding	False
USP15	USP15	green	protein_coding	False
USP16	USP16	green	protein_coding	False
USP17L1	USP17L1	steelblue	protein_coding	False
USP17L10	USP17L10	grey60	protein_coding	False
USP17L11	USP17L11	cyan	protein_coding	False
USP17L14P	USP17L14P	cyan	unprocessed_pseudogene	False
